Transaction_ID	Items
7076	{income=$0-$40,000,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=spanish}
7078	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
7079	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=black,language in home=english}
7086	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=condominium,ethnic classification=black,language in home=english}
7087	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7089	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7091	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
7092	{income=$0-$40,000,sex=male,marital status=cohabitation,age=35+,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=no,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=hispanic,language in home=spanish}
7094	{income=$0-$40,000,sex=male,marital status=cohabitation,age=35+,education=college graduate,occupation=laborer,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=hispanic,language in home=english}
7095	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
7096	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=no,number in household=1,number of children=1+,householder status=rent,type of home=condominium,ethnic classification=white,language in home=spanish}
7098	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
7100	{income=$40,000+,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=hispanic,language in home=spanish}
7101	{income=$40,000+,sex=male,marital status=widowed,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7102	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
7105	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7107	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7110	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
7111	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7112	{income=$0-$40,000,sex=female,marital status=single,age=35+,education=college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=spanish}
7115	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
7116	{income=$0-$40,000,sex=male,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7117	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7118	{income=$0-$40,000,sex=male,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7121	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
7122	{income=$40,000+,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7123	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7124	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7125	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7127	{income=$0-$40,000,sex=male,marital status=cohabitation,age=35+,education=college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7128	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
7129	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7130	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7132	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
7134	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7135	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
7136	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
7137	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=spanish}
7138	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
7139	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
7140	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
7143	{income=$40,000+,sex=male,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7144	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7145	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7146	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7147	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7148	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=english}
7149	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
7150	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
7151	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=other,language in home=english}
7152	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=other}
7153	{income=$40,000+,sex=female,marital status=married,age=14-34,education=college graduate,occupation=sales,years in bay area=10+,dual incomes=no,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7154	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
7155	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
7157	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=1-9,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7158	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7164	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7165	{income=$40,000+,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7166	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7167	{income=$40,000+,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7169	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7172	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7173	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
7174	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=east indian,language in home=other}
7175	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=1+,householder status=rent,type of home=house,ethnic classification=asian,language in home=other}
7177	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7178	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=laborer,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7181	{income=$0-$40,000,sex=male,marital status=widowed,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=english}
7184	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=asian,language in home=english}
7185	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=hispanic,language in home=spanish}
7188	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=house,ethnic classification=american indian,language in home=english}
7189	{income=$40,000+,sex=female,marital status=widowed,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=mobile Home,ethnic classification=asian,language in home=english}
7190	{income=$0-$40,000,sex=male,marital status=widowed,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=black,language in home=english}
7191	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7194	{income=$40,000+,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7195	{income=$40,000+,sex=female,marital status=single,age=14-34,education=college graduate,occupation=sales,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=asian,language in home=english}
7196	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7197	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7199	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7200	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=black,language in home=english}
7201	{income=$40,000+,sex=male,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7202	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=black,language in home=english}
7203	{income=$40,000+,sex=male,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=white,language in home=english}
7204	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7205	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7206	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
7207	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=spanish}
7208	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
7209	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=asian,language in home=english}
7210	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=1,number of children=1+,householder status=rent,type of home=house,ethnic classification=asian,language in home=english}
7211	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
7212	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7213	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7214	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
7215	{income=$0-$40,000,sex=male,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=spanish}
7216	{income=$40,000+,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=spanish}
7218	{income=$40,000+,sex=male,marital status=cohabitation,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
7219	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=sales,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=hispanic,language in home=english}
7220	{income=$40,000+,sex=female,marital status=married,age=14-34,education=college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=condominium,ethnic classification=hispanic,language in home=spanish}
7221	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7223	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7224	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7225	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=black,language in home=english}
7227	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7228	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=no,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=hispanic,language in home=spanish}
7229	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7231	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7232	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
7233	{income=$40,000+,sex=male,marital status=widowed,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7234	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7236	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
7238	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7240	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7241	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=asian,language in home=other}
7242	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=hispanic,language in home=english}
7243	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=asian,language in home=english}
7244	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=english}
7245	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7246	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
7247	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
7248	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7249	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
7250	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7251	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
7252	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=military,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
7254	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=hispanic,language in home=spanish}
7255	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=hispanic,language in home=spanish}
7256	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=english}
7257	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=english}
